age_A,age_B,height_A,height_B,reach_A,reach_B,stance_A,stance_B,weight_A,weight_B,won_A,won_B,lost_A,lost_B,drawn_A,drawn_B,kos_A,kos_B,result,decision,judge1_A,judge1_B,judge2_A,judge2_B,judge3_A,judge3_B
26,27,174,,,,southpaw,southpaw,,,25,6,0,3,0,0,15,0,win_A,TKO,,,,,,
26,19,174,166,,,southpaw,southpaw,,,24,11,0,5,0,1,14,6,win_A,TKO,,,,,,
25,39,174,167,,,southpaw,southpaw,,,23,25,0,4,0,2,14,7,win_A,UD,119,109,119,109,118,110
25,31,174,,,,southpaw,southpaw,,,22,16,0,24,0,4,13,6,win_A,KO,,,,,,
24,20,174,,,,southpaw,southpaw,,,21,14,0,4,0,0,12,11,win_A,KO,,,,,,
24,32,174,,,,southpaw,southpaw,,,20,9,0,18,0,4,12,6,win_A,UD,,,,,,
24,21,174,,,,southpaw,southpaw,,,19,5,0,14,0,1,11,2,win_A,TKO,,,,,,
24,18,174,,,,southpaw,southpaw,,,18,8,0,1,0,3,10,2,win_A,TKO,,,,,,
24,24,174,167,,,southpaw,southpaw,,,17,14,0,11,0,0,10,0,win_A,UD,,,59,55,60,54
24,39,174,160,,,southpaw,southpaw,,,16,34,0,7,0,5,9,13,win_A,TKO,,,,,,
23,20,174,,,,southpaw,southpaw,,,15,9,0,13,0,5,9,4,win_A,UD,,,,,,
33,23,159,174,,,southpaw,southpaw,,,12,14,1,0,1,0,5,8,win_B,TKO,,,,,,
22,39,174,160,,,southpaw,southpaw,,,13,10,0,45,0,3,8,2,win_A,PTS,,,,,,
22,36,174,,,,southpaw,southpaw,,,12,5,0,3,0,0,7,0,win_A,TKO,,,,,,
22,26,174,,,,southpaw,southpaw,,,11,4,0,1,0,2,6,2,win_A,TKO,,,,,,
28,20,,174,,,,,,,2,10,8,0,0,0,0,6,win_B,PTS,,,,,,
20,37,174,164,,,southpaw,southpaw,,,9,8,0,43,0,2,5,6,win_A,RTD,,,,,,
20,26,174,,,,southpaw,southpaw,,,8,9,0,9,0,2,5,3,win_A,UD,,,,,,
22,20,170,174,,,orthodox,orthodox,,,6,7,0,0,0,0,2,5,win_B,PTS,,,,,,
19,27,174,,,,southpaw,southpaw,,118,6,2,0,4,0,0,5,0,win_A,PTS,,,,,,
33,19,159,174,,,orthodox,orthodox,,,5,5,33,0,0,0,2,4,win_B,TKO,,,,,,
19,,174,,,,southpaw,southpaw,,,4,0,0,1,0,0,3,0,win_A,KO,,,,,,
19,26,174,162,,165,southpaw,southpaw,,,3,2,0,6,0,0,3,1,win_A,UD,,,,,,
19,,174,,,,southpaw,southpaw,,,2,0,0,0,0,0,2,0,win_A,TKO,,,,,,
18,,174,,,,southpaw,southpaw,,,1,1,0,0,0,0,1,0,win_A,KO,,,,,,
18,25,174,,,,southpaw,southpaw,,,0,1,0,1,0,0,0,0,win_A,TKO,,,,,,
24,36,192,186,193,191,orthodox,orthodox,,199,24,53,0,3,0,1,17,37,win_A,KO,,,,,,
35,28,186,180,191,,orthodox,orthodox,,,51,14,3,1,1,0,37,10,win_A,UD,116,112,116,112,115,113
34,39,186,187,191,,orthodox,orthodox,198,,50,37,3,4,1,0,36,25,win_A,TKO,29,27,29,27,29,27
34,39,186,189,191,,orthodox,orthodox,202,,49,42,3,7,1,0,35,28,win_A,TKO,,,,,,
33,35,186,186,191,193,orthodox,orthodox,199,,49,38,2,1,1,0,35,27,win_B,UD,109,118,108,119,108,119
32,44,186,177,191,,orthodox,orthodox,199,198,48,31,2,3,1,2,34,12,win_A,RTD,60,53,60,53,59,54
31,30,186,183,191,185,orthodox,orthodox,,,47,16,2,0,1,0,33,12,win_A,TKO,64,66,64,66,63,66
31,35,186,188,191,192,orthodox,orthodox,199,196,46,21,2,1,1,0,33,13,win_A,UD,116,112,117,112,116,113
29,33,186,188,191,192,orthodox,orthodox,,,44,20,2,0,1,0,32,13,win_A,SD,116,113,118,112,113,115
29,35,186,,191,,orthodox,orthodox,,,43,19,2,5,1,0,32,11,win_A,UD,117,111,116,112,115,113
28,40,186,177,191,,orthodox,orthodox,,,42,26,2,2,1,1,31,10,win_A,TKO,68,64,68,64,67,65
28,37,186,,191,,orthodox,orthodox,,,41,28,2,11,1,2,31,17,win_A,UD,79,72,80,71,80,72
39,27,177,186,,191,orthodox,orthodox,198,197,26,41,1,2,0,0,10,31,draw,PTS,114,114,112,116,114,113
26,32,186,182,191,,orthodox,orthodox,200,,40,6,2,11,0,0,30,0,win_A,KO,,,,,,
26,29,186,185,191,,orthodox,orthodox,200,,39,20,2,10,0,0,29,8,win_A,TKO,30,28,29,28,30,28
26,31,186,188,191,,orthodox,orthodox,,200,38,14,2,4,0,1,28,8,win_A,TKO,40,36,40,36,40,36
26,24,186,193,191,188,orthodox,orthodox,197,197,37,16,2,3,0,1,27,8,win_A,KO,,,,,,
24,30,186,,191,,orthodox,orthodox,,,35,5,1,14,0,2,26,3,win_A,TKO,,,,,,
24,33,186,191,191,198,orthodox,orthodox,,,34,25,1,6,0,2,26,18,win_A,UD,117,111,116,112,116,113
24,34,186,178,191,,orthodox,orthodox,200,199,33,10,1,9,0,0,26,6,win_A,UD,60,52,60,54,60,52
24,30,186,185,191,,orthodox,orthodox,,,32,13,1,4,0,1,25,9,win_A,KO,48,48,49,47,50,46
23,33,186,183,191,,orthodox,orthodox,,,31,25,1,11,0,0,24,18,win_A,TKO,,,,,,
23,30,186,197,191,,orthodox,orthodox,,,30,40,1,3,0,3,23,9,win_A,KO,,,88,84,89,81
23,31,186,,191,,orthodox,orthodox,,,29,11,1,3,0,1,22,10,win_A,KO,,,,,,
23,33,186,,191,,orthodox,orthodox,196,199,28,13,1,24,0,2,21,4,win_A,TKO,,,,,,
23,40,186,181,191,,orthodox,orthodox,,,27,10,1,17,0,0,20,7,win_A,TKO,,,,,,
23,31,186,178,191,,orthodox,orthodox,,,26,16,1,3,0,1,20,4,win_A,UD,98,91,97,92,96,93
22,29,186,182,191,,orthodox,orthodox,188,,25,38,1,8,0,3,19,24,win_A,TKO,,,,,,
22,28,186,195,191,,orthodox,orthodox,,,24,4,1,39,0,1,18,3,win_A,TKO,,,,,,
22,27,186,192,191,206,orthodox,orthodox,,,23,3,1,1,0,0,17,2,win_A,TKO,,,,,,
22,21,186,182,191,,orthodox,orthodox,,,22,17,1,8,0,0,17,7,win_A,SD,100,93,100,93,94,96
22,36,186,183,191,,orthodox,orthodox,,,21,2,1,9,0,2,16,2,win_A,TKO,,,,,,
21,33,186,,191,,orthodox,orthodox,,,20,32,1,9,0,0,16,22,win_A,UD,,,,,,
22,21,187,186,,191,orthodox,orthodox,,188,13,20,0,0,0,0,6,16,win_A,TD,39,36,39,37,39,37
21,,186,,191,,orthodox,orthodox,,,19,2,0,11,0,3,15,1,win_A,KO,,,,,,
21,26,186,181,191,,orthodox,orthodox,,190,18,18,0,1,0,0,14,7,win_A,TKO,,,,,,
21,,186,,191,,orthodox,orthodox,,,17,0,0,6,0,0,13,0,win_A,KO,,,,,,
21,32,186,182,191,,orthodox,orthodox,,,16,2,0,5,0,0,12,0,win_A,TKO,,,,,,
20,31,186,182,191,,orthodox,orthodox,,,15,1,0,7,0,1,12,1,win_A,PTS,,,,,,
20,27,186,191,191,,orthodox,orthodox,181,,14,11,0,5,0,0,11,6,win_A,KO,,,,,,
20,29,186,,191,,orthodox,orthodox,,,13,6,0,12,0,0,10,4,win_A,KO,,,,,,
20,33,186,179,191,,orthodox,orthodox,,,12,2,0,0,0,0,9,1,win_A,TKO,,,,,,
20,25,186,188,191,,orthodox,orthodox,,,11,20,0,0,0,1,8,11,win_A,TKO,,,,,,
20,33,186,,191,,orthodox,orthodox,,,10,0,0,4,0,0,8,0,win_A,UD,,,,,,
20,24,186,,191,,orthodox,orthodox,,,9,4,0,7,0,0,7,0,win_A,TKO,,,,,,
19,,186,,191,,orthodox,orthodox,,,8,2,0,0,0,0,6,1,win_A,KO,,,,,,
19,30,186,180,191,,orthodox,orthodox,,,7,14,0,15,0,2,6,3,win_A,UD,,,,,,
19,36,186,186,191,,orthodox,orthodox,,,6,3,0,1,0,0,6,0,win_A,PTS,,,,,,
19,31,186,,191,,orthodox,orthodox,,,5,2,0,1,0,0,5,1,win_A,TKO,,,,,,
19,22,186,186,191,,orthodox,orthodox,,,4,0,0,0,0,0,4,0,win_A,TKO,,,,,,
19,29,186,,191,,orthodox,orthodox,,,3,0,0,5,0,0,3,0,win_A,TKO,,,,,,
19,,186,,191,,orthodox,orthodox,,,2,0,0,1,0,0,2,0,win_A,KO,,,,,,
18,33,186,,191,,orthodox,orthodox,,,1,0,0,12,0,1,1,0,win_A,TKO,,,,,,
23,18,,186,,191,,,,,5,0,2,0,0,0,2,0,win_B,KO,,,,,,
28,25,169,169,,,orthodox,orthodox,126,126,14,16,4,3,2,0,9,13,win_A,KO,,,,,,
25,29,169,170,,,orthodox,orthodox,126,,15,29,3,5,0,1,12,17,win_A,TKO,,,,,,
24,20,169,172,,,orthodox,orthodox,135,,14,1,3,3,0,0,11,1,win_A,KO,,,,,,
24,32,169,170,,,orthodox,orthodox,126,,13,25,3,8,0,1,10,10,win_A,TKO,,,,,,
24,30,169,,,,orthodox,orthodox,130,130,12,7,3,2,0,1,9,2,win_A,TKO,,,,,,
23,,169,,,,orthodox,orthodox,,,11,0,3,0,0,0,8,0,win_A,KO,,,,,,
23,27,169,172,,,orthodox,orthodox,128,128,10,11,3,5,0,0,7,7,win_A,TKO,,,,,,
23,24,169,171,,,orthodox,orthodox,,128,9,13,3,0,0,1,6,9,win_A,TKO,,,,,,
22,28,169,170,,,orthodox,orthodox,,130,8,11,3,9,0,1,5,0,win_A,TKO,,,,,,
28,22,170,169,178,,orthodox,orthodox,126,126,24,8,3,2,4,0,13,5,win_A,TKO,,,,,,
23,21,,169,,,southpaw,southpaw,130,,8,8,1,1,0,0,3,5,win_A,UD,,,,,,
21,31,169,172,,,orthodox,orthodox,126,,7,5,1,5,0,0,5,1,win_A,UD,,,,,,
21,23,169,172,,,orthodox,orthodox,127,,6,6,1,1,0,1,5,4,win_A,UD,,,,,,
21,20,174,169,,,orthodox,orthodox,126,126,8,6,0,0,1,0,3,5,win_A,UD,,,,,,
20,28,169,,,,orthodox,orthodox,,,5,6,0,4,0,0,4,6,win_A,TKO,,,,,,
20,23,169,170,,170,orthodox,orthodox,126,,4,3,0,1,0,1,3,2,win_A,TKO,,,,,,
20,23,169,174,,,orthodox,orthodox,126,126,3,7,0,2,0,1,2,4,win_A,KO,,,,,,
20,20,169,,,,orthodox,orthodox,126,126,2,2,0,0,0,0,1,2,win_A,KO,,,,,,
20,27,169,,,,orthodox,orthodox,,,1,2,0,1,0,0,1,2,win_A,UD,,,,,,
20,19,169,,,,orthodox,orthodox,126,126,0,3,0,1,0,1,0,2,win_A,KO,,,,,,
34,30,183,192,184,191,orthodox,orthodox,,174,30,19,2,1,1,0,26,16,win_A,TKO,,,,,,
30,28,192,188,191,185,orthodox,orthodox,,,18,10,1,0,0,1,15,4,win_A,RTD,,,,,,
29,35,192,,191,,orthodox,orthodox,,,17,10,1,15,0,0,14,5,win_A,KO,10,7,10,7,10,8
29,34,192,188,191,185,orthodox,orthodox,,,17,17,0,1,0,0,14,12,win_B,KO,,,,,,
29,32,192,180,191,,orthodox,orthodox,,,16,13,0,5,0,1,13,4,win_A,KO,,,,,,
28,31,192,168,191,188,orthodox,orthodox,179,178,15,23,0,18,0,1,12,15,win_A,RTD,,,,,,
30,28,180,192,,191,orthodox,orthodox,175,175,16,14,1,0,0,0,12,12,win_B,MD,92,98,93,97,95,95
28,30,192,193,191,201,orthodox,orthodox,,,13,7,0,0,0,0,11,4,win_A,TKO,,,,,,
27,27,192,176,191,183,orthodox,orthodox,,,12,5,0,0,0,1,10,2,win_A,RTD,,,,,,
27,32,192,173,191,184,orthodox,orthodox,177,178,11,13,0,8,0,1,9,7,win_A,RTD,,,,,,
27,26,192,,191,,orthodox,orthodox,,174,10,13,0,8,0,1,8,10,win_A,RTD,,,,,,
27,29,192,185,191,188,orthodox,orthodox,,,9,7,0,5,0,1,7,4,win_A,KO,,,,,,
27,35,192,180,191,191,orthodox,orthodox,,,8,19,0,14,0,0,7,19,win_A,UD,60,52,60,52,59,53
27,35,192,,191,,orthodox,orthodox,,175,7,10,0,4,0,1,6,3,win_A,KO,,,,,,
26,33,192,188,191,198,orthodox,orthodox,178,,6,5,0,3,0,1,5,2,win_A,KO,,,,,,
26,31,192,,191,,orthodox,orthodox,,180,5,8,0,1,0,0,4,1,win_A,KO,,,,,,
26,31,192,,191,,orthodox,orthodox,182,180,4,1,0,5,0,0,3,1,win_A,KO,,,,,,
26,25,192,178,191,,orthodox,orthodox,,184,3,3,0,1,0,1,3,3,win_A,UD,59,55,60,54,60,54
25,24,192,,191,,orthodox,orthodox,189,195,2,5,0,1,0,0,2,5,win_A,TKO,,,,,,
25,29,192,,191,,orthodox,orthodox,,186,1,2,0,4,0,2,1,1,win_A,KO,,,,,,
25,,192,,191,,orthodox,orthodox,,,0,1,0,0,0,0,0,0,win_A,KO,,,,,,
25,25,,,,,,,140,,27,11,0,8,0,1,19,6,win_B,TKO,,,,,,
25,30,,,,,,,,,10,26,8,8,1,1,6,20,win_A,UD,78,74,77,75,78,75
23,25,174,,,,orthodox,orthodox,,,22,10,3,7,2,1,18,6,win_A,UD,57,56,57,56,57,56
,24,,,,,,,,136,6,10,3,6,1,1,2,6,win_A,UD,78,74,79,73,80,72
21,24,,,,,southpaw,southpaw,,135,18,10,1,5,0,1,14,6,win_A,MD,,,,,,
28,24,,,,,,,,,19,9,0,5,0,1,11,5,win_B,TKO,,,,,,
23,21,,,,,,,,,8,5,5,4,1,0,4,1,win_A,TKO,,,,,,
27,22,170,,175,,orthodox,orthodox,,,18,8,1,4,0,1,15,4,win_A,UD,114,112,115,111,115,111
27,21,170,,175,,orthodox,orthodox,134,,16,8,1,3,0,1,14,4,win_A,MD,,,,,,
27,21,176,,191,,orthodox,orthodox,,,20,8,6,2,1,1,13,4,win_A,TKO,,,,,,
21,21,,,,,,,,,8,16,2,3,0,0,4,14,draw,PTS,,,,,,
19,20,,,,,,,,,21,7,0,2,0,0,11,3,win_B,TKO,,,,,,
20,21,,,,,,,,,7,8,1,1,0,2,3,5,win_B,UD,,,,,,
20,,,,,,,,,,6,6,1,9,0,0,3,0,win_A,UD,,,,,,
,20,167,,,,,,,,7,6,3,0,2,0,5,3,win_A,UD,,,,,,
19,26,,172,,,,,134,,5,9,0,5,0,0,3,5,win_A,UD,,,,,,
19,32,,,,,,,,,4,3,0,7,0,1,3,2,win_A,UD,,,,,,
17,,,,,,,,,,3,3,0,0,0,0,2,2,win_A,KO,,,,,,
17,,,,,,,,,,2,0,0,0,0,0,1,0,win_A,TKO,,,,,,
17,22,,,,,,,,,1,4,0,0,0,0,0,0,win_A,KO,,,,,,
16,17,,,,,,,,,0,1,0,2,0,0,0,1,win_A,UD,,,,,,
31,26,168,169,,,orthodox,orthodox,,,12,20,0,0,0,1,5,11,win_A,SD,93,96,96,93,95,94
31,29,168,174,,185,orthodox,orthodox,,134,11,26,0,5,0,3,5,18,win_A,SD,97,92,95,94,94,95
31,31,168,170,,,orthodox,orthodox,,135,10,10,0,2,0,0,4,4,win_A,TKO,,,,,,
30,28,168,165,,168,orthodox,orthodox,,,9,27,0,14,0,2,3,19,win_A,TKO,30,27,30,27,30,27
30,30,168,165,,,orthodox,orthodox,,,8,20,0,8,0,3,2,10,win_A,RTD,80,72,80,72,80,72
30,27,168,170,,,orthodox,orthodox,,,7,15,0,12,0,3,1,10,win_A,TKO,,,,,,
28,29,170,168,,,orthodox,orthodox,,,4,6,0,0,1,0,1,1,win_B,SD,96,94,95,97,94,96
29,27,168,164,,,orthodox,orthodox,,,5,9,0,12,0,4,1,6,win_A,UD,60,53,60,53,60,53
29,26,168,175,,,orthodox,orthodox,,130,4,1,0,0,0,0,1,0,win_A,UD,40,37,40,36,40,37
24,27,168,,,,orthodox,orthodox,,126,3,3,0,3,0,0,1,1,win_A,UD,,,,,,
26,24,149,168,,,orthodox,orthodox,128,,3,2,0,0,1,0,1,0,win_B,TKO,,,,,,
24,18,168,,,,orthodox,orthodox,,,1,1,0,2,0,0,0,1,win_A,UD,,,,,,
24,23,168,166,,,orthodox,orthodox,,,0,1,0,0,0,0,0,1,win_A,UD,40,36,40,36,40,36
29,30,170,173,166,170,southpaw,southpaw,,130,8,25,1,2,0,0,6,21,win_A,RTD,,,,,,
26,30,166,173,168,170,orthodox,orthodox,,,21,25,0,1,0,0,19,21,win_A,UD,119,108,118,109,116,111
30,23,173,,170,,orthodox,orthodox,126,126,24,19,1,5,0,1,20,13,win_A,KO,,,,,,
29,27,173,168,170,178,orthodox,orthodox,126,126,23,18,1,1,0,0,19,8,win_A,TKO,,,,,,
29,27,173,165,170,168,orthodox,orthodox,,128,22,24,1,13,0,2,19,16,win_A,UD,77,75,77,75,79,73
29,30,173,,170,,orthodox,orthodox,126,126,21,10,1,7,0,0,18,9,win_A,KO,,,,,,
29,23,173,170,170,170,orthodox,orthodox,,128,20,15,1,4,0,0,18,12,win_A,UD,80,72,80,72,80,72
29,28,170,173,185,170,orthodox,orthodox,,127,25,20,0,0,0,0,21,18,win_A,UD,118,109,117,110,119,108
28,34,173,,170,,orthodox,orthodox,126,126,19,14,0,3,0,0,17,11,win_A,TKO,,,,,,
27,28,173,170,170,168,orthodox,orthodox,,,18,28,0,3,0,3,16,9,win_A,KO,,,,,,
27,24,173,175,170,,orthodox,orthodox,,125,17,14,0,3,0,1,15,10,win_A,KO,,,,,,
26,28,173,165,170,170,orthodox,orthodox,,,16,25,0,11,0,0,14,12,win_A,TKO,,,,,,
26,26,173,160,170,,orthodox,orthodox,126,126,15,12,0,6,0,0,14,6,win_A,UD,,,,,,
26,26,173,163,170,,orthodox,orthodox,,,14,6,0,3,0,0,13,3,win_A,TKO,,,,,,
26,28,173,165,170,,orthodox,orthodox,126,126,13,5,0,7,0,2,12,1,win_A,KO,,,,,,
25,31,173,160,170,,orthodox,orthodox,125,,12,9,0,14,0,3,11,5,win_A,KO,,,,,,
25,22,173,,170,,orthodox,orthodox,126,,11,15,0,7,0,0,10,7,win_A,TKO,,,,,,
19,25,170,173,170,170,,,124,125,11,10,2,0,1,0,10,9,win_B,TKO,,,,,,
24,38,173,,170,,orthodox,orthodox,126,125,9,6,0,34,0,2,8,5,win_A,KO,,,,,,
24,28,173,,170,,orthodox,orthodox,127,,8,5,0,3,0,0,7,2,win_A,KO,,,,,,
24,,173,,170,,orthodox,orthodox,126,127,7,0,0,3,0,0,6,0,win_A,KO,,,,,,
23,,173,,170,,orthodox,orthodox,127,127,6,1,0,38,0,3,6,0,win_A,UD,78,74,78,75,78,74
23,,173,,170,,orthodox,orthodox,126,126,5,1,0,2,0,0,5,1,win_A,KO,,,,,,
23,33,173,,170,,orthodox,orthodox,122,121,4,1,0,32,0,2,4,1,win_A,TKO,,,,,,
23,20,173,,170,,orthodox,orthodox,126,127,3,0,0,0,0,0,3,0,win_A,KO,,,,,,
23,,173,,170,,orthodox,orthodox,126,,2,1,0,8,0,0,2,0,win_A,KO,,,,,,
22,,173,,170,,orthodox,orthodox,125,,1,0,0,0,0,0,1,0,win_A,KO,,,,,,
22,,173,,170,,orthodox,orthodox,126,125,0,0,0,1,0,0,0,0,win_A,TKO,,,,,,
33,27,170,,168,,orthodox,orthodox,,,32,12,3,6,1,1,21,6,win_A,TKO,,,,,,
32,29,170,,168,,orthodox,orthodox,130,128,31,19,2,15,1,3,20,10,win_A,KO,,,,,,
32,37,170,173,168,,orthodox,orthodox,126,126,30,31,2,8,1,1,20,23,win_A,UD,97,91,97,91,97,91
32,31,170,171,168,165,orthodox,orthodox,126,126,29,30,2,4,1,2,20,13,win_A,SD,97,92,96,93,95,96
31,26,170,174,168,,orthodox,orthodox,126,126,28,26,2,5,1,1,20,12,win_A,MD,97,94,96,95,95,95
31,26,170,,168,,orthodox,orthodox,126,,27,8,2,6,1,1,20,3,win_A,UD,99,91,99,91,99,92
31,36,170,173,168,,orthodox,orthodox,126,126,26,30,2,7,1,1,20,22,win_A,UD,98,91,98,92,95,94
30,28,170,166,168,,orthodox,orthodox,126,126,25,15,2,0,1,2,19,3,win_A,RTD,58,56,58,56,58,56
30,29,170,172,168,,orthodox,orthodox,126,,24,19,2,0,1,1,18,3,win_A,TKO,87,84,87,84,87,84
29,35,170,174,168,,orthodox,orthodox,130,,23,9,2,8,1,2,17,4,win_A,KO,,,,,,
33,29,169,170,175,168,orthodox,orthodox,126,,48,23,0,2,2,0,22,17,draw,TD,20,18,19,19,19,19
28,33,170,173,168,,orthodox,orthodox,126,126,22,26,2,6,0,1,16,19,win_A,TKO,,,,,,
28,28,170,170,168,,orthodox,orthodox,130,130,21,14,2,5,0,2,15,2,win_A,TKO,,,,,,
35,28,180,170,187,168,orthodox,orthodox,126,,35,21,4,1,0,0,23,15,win_A,UD,119,108,119,108,116,111
27,28,170,169,168,,orthodox,orthodox,126,126,20,19,1,7,0,4,14,4,win_A,TKO,,,,,,
27,30,170,165,168,,orthodox,orthodox,126,,19,8,1,7,0,0,13,1,win_A,TKO,,,,,,
27,26,170,172,168,,orthodox,orthodox,126,126,18,12,1,1,0,1,13,4,win_A,UD,,,,,,
27,34,170,172,168,,orthodox,orthodox,126,126,17,16,1,10,0,3,13,7,win_A,UD,,,,,,
26,,170,,168,,orthodox,orthodox,128,,16,2,1,2,0,0,12,1,win_A,TKO,,,,,,
29,26,164,170,165,168,orthodox,orthodox,122,122,39,16,1,0,0,0,28,12,win_A,MD,115,113,114,114,117,113
25,30,170,171,168,178,orthodox,orthodox,,126,15,28,0,2,0,2,12,20,win_A,UD,117,112,116,113,116,113
25,23,170,170,168,,orthodox,orthodox,,126,14,11,0,5,0,0,11,8,win_A,KO,,,,,,
25,34,170,168,168,,orthodox,orthodox,126,126,13,22,0,8,0,4,10,8,win_A,TKO,,,,,,
24,27,170,170,168,,orthodox,orthodox,,,12,25,0,2,0,2,10,16,win_A,UD,,,,,,
24,31,170,,168,,orthodox,orthodox,128,127,11,14,0,3,0,4,9,8,win_A,TKO,,,,,,
24,26,170,,168,,orthodox,orthodox,127,127,10,8,0,3,0,1,8,3,win_A,RTD,,,,,,
24,28,170,171,168,,orthodox,orthodox,130,130,9,26,0,3,0,1,7,22,win_A,TKO,,,,,,
23,30,170,170,168,,orthodox,orthodox,,126,8,5,0,7,0,3,7,1,win_A,UD,,,,,,
23,18,170,,168,,orthodox,orthodox,128,,7,2,0,1,0,1,6,2,win_A,KO,,,,,,
23,37,170,169,168,,orthodox,orthodox,,,6,7,0,6,0,1,5,4,win_A,KO,,,,,,
23,29,170,,168,,orthodox,orthodox,,,5,0,0,5,0,0,4,0,win_A,KO,,,,,,
22,32,170,170,168,,orthodox,orthodox,,128,4,34,0,23,0,7,3,17,win_A,TKO,,,,,,
22,,170,,168,,orthodox,orthodox,127,128,3,0,0,0,0,0,2,0,win_A,KO,,,,,,
22,,170,,168,,orthodox,orthodox,,,2,0,0,2,0,0,1,0,win_A,KO,,,,,,
22,20,170,174,168,,orthodox,orthodox,,,1,4,0,3,0,1,0,2,win_A,TKO,,,,,,
21,24,170,173,168,,orthodox,orthodox,130,129,0,1,0,8,0,0,0,1,win_A,UD,,,,,,
24,26,157,,159,,orthodox,orthodox,,,17,23,3,6,2,1,8,12,win_A,SD,86,,83,87,87,83
22,26,156,,178,,southpaw,southpaw,,104,15,23,2,5,0,1,6,12,win_A,UD,115,112,117,110,117,110
30,25,158,,,,orthodox,orthodox,,105,42,23,0,4,0,1,17,12,win_A,UD,116,113,115,113,116,112
25,34,,160,,160,orthodox,orthodox,105,,22,14,4,6,1,3,12,9,win_A,UD,97,92,98,91,99,91
25,33,,160,,160,orthodox,orthodox,105,105,22,14,4,6,0,2,12,9,draw,TD,,,,,,
29,24,162,,163,,orthodox,orthodox,112,112,30,21,4,4,1,0,19,12,win_B,SD,,,,,,
24,29,,162,,163,orthodox,orthodox,113,113,20,30,4,3,0,1,11,19,win_A,TKO,,,,,,
26,23,158,,166,,orthodox,orthodox,107,,31,20,1,3,0,0,12,11,win_A,UD,115,113,116,112,118,110
23,,,,,,orthodox,orthodox,,,19,4,3,2,0,1,11,1,win_A,PTS,,,,,,
23,23,157,,160,,orthodox,orthodox,109,109,24,18,4,3,3,0,20,11,win_B,UD,,,,,,
22,24,,,,,orthodox,orthodox,108,108,17,8,2,11,0,3,11,1,win_A,UD,,,,,,
22,,,,,,orthodox,orthodox,,,16,0,2,9,0,0,10,0,win_A,TKO,,,,,,
32,22,160,,,,orthodox,orthodox,108,108,19,15,10,2,0,0,13,9,win_B,KO,,,,,,
22,,,,,,orthodox,orthodox,,,14,0,2,1,0,1,8,0,win_A,KO,,,,,,
21,,,,,,orthodox,orthodox,,,13,3,1,10,0,0,7,0,win_A,TKO,,,,,,
21,22,,,,,orthodox,orthodox,,,12,1,1,9,0,2,6,1,win_A,KO,,,,,,
21,,,,,,orthodox,orthodox,108,,11,0,1,4,0,0,5,0,win_A,KO,,,,,,
20,29,,160,,160,orthodox,orthodox,,,10,6,1,2,0,1,5,4,win_A,UD,,,,,,
20,23,,,,,orthodox,orthodox,108,108,9,8,1,3,0,1,4,7,win_A,TKO,,,,,,
20,,,,,,orthodox,orthodox,,,8,0,1,4,0,1,3,0,win_A,KO,,,,,,
20,,,,,,orthodox,orthodox,108,108,7,0,1,1,0,0,2,0,win_A,TKO,,,,,,
20,21,,163,,168,orthodox,orthodox,,,6,3,1,1,0,0,2,2,win_A,MD,,,,,,
20,,,,,,orthodox,orthodox,,,5,7,1,4,0,1,2,2,win_A,UD,,,,,,
20,20,,163,,168,orthodox,orthodox,,,5,1,0,1,0,0,2,0,win_B,RTD,,,,,,
19,21,,165,,165,orthodox,orthodox,,,4,2,0,2,0,0,1,1,win_A,KO,,,,,,
19,,,,,,orthodox,orthodox,,,3,3,0,0,0,0,1,2,win_A,SD,,,,,,
19,,,163,,173,orthodox,orthodox,,,2,1,0,0,0,0,1,1,win_A,UD,,,,,,
19,,,,,,orthodox,orthodox,,,1,1,0,0,0,0,1,0,win_A,UD,,,,,,
19,19,,,,,orthodox,orthodox,,,0,0,0,0,0,0,0,0,win_A,TKO,,,,,,
30,24,174,,175,,orthodox,orthodox,,,25,20,1,0,0,3,9,7,win_A,UD,119,109,116,112,118,110
28,24,180,,185,,southpaw,southpaw,127,125,13,20,0,0,0,2,7,7,draw,SD,95,95,97,93,94,96
24,31,,,,,southpaw,southpaw,126,126,19,22,0,15,2,2,7,3,win_A,UD,78,72,77,73,76,74
23,21,,,,,southpaw,southpaw,,,17,7,0,2,2,0,7,3,win_A,UD,60,54,59,55,58,56
23,,,,,,southpaw,southpaw,,126,16,0,0,0,2,0,6,0,win_A,TKO,,,,,,
22,,,,,,southpaw,southpaw,123,124,15,12,0,2,2,2,6,10,win_A,UD,60,53,59,54,59,54
22,27,,167,,,southpaw,southpaw,,126,14,17,0,10,2,3,6,8,win_A,UD,,,,,,
22,,,,,,southpaw,southpaw,,,13,8,0,7,2,2,6,4,win_A,UD,,,,,,
23,22,170,,169,,southpaw,southpaw,,,19,12,0,0,0,2,10,6,win_B,UD,84,87,86,87,85,87
22,19,,,,,southpaw,southpaw,,,11,0,0,0,2,0,5,0,win_A,TKO,,,,,,
21,23,,,,,southpaw,southpaw,,,10,15,0,2,2,0,4,11,win_A,TKO,,,,,,
21,24,,168,,,southpaw,southpaw,,129,9,3,0,0,2,1,3,3,win_A,TKO,,,,,,
20,25,,167,,,southpaw,southpaw,,,9,15,0,9,1,2,3,8,draw,PTS,,,,,,
20,,,,,,southpaw,southpaw,,140,8,4,0,7,1,2,3,2,win_A,UD,,,,,,
