age_A,age_B,height_A,height_B,reach_A,reach_B,stance_A,stance_B,weight_A,weight_B,won_A,won_B,lost_A,lost_B,drawn_A,drawn_B,kos_A,kos_B,result,decision,judge1_A,judge1_B,judge2_A,judge2_B,judge3_A,judge3_B
30,20,173,182,,,,,,,2,4,1,0,0,0,0,3,win_B,TKO,,,,,,
20,,182,,,,orthodox,orthodox,,,3,0,0,1,0,1,2,0,win_A,KO,,,,,,
20,30,182,181,,,orthodox,orthodox,,,2,2,0,3,0,0,2,0,win_A,PTS,,,,,,
19,28,182,179,,,orthodox,orthodox,,,1,1,0,0,0,0,1,1,win_A,TKO,,,,,,
19,25,182,,,,orthodox,orthodox,,,0,0,0,2,0,1,0,0,win_A,KO,,,,,,
26,31,180,183,,183,southpaw,southpaw,,,26,19,1,5,0,1,22,9,win_A,UD,80,72,79,73,80,72
31,25,170,180,182,,orthodox,orthodox,159,160,27,26,5,0,0,0,20,22,win_A,TKO,,,,,,
24,37,180,173,,,southpaw,southpaw,156,,25,14,0,9,0,1,21,12,win_A,TKO,,,,,,
24,24,180,,,,southpaw,southpaw,160,157,24,30,0,1,0,0,20,24,win_A,KO,,,,,,
23,36,180,,,,southpaw,southpaw,154,154,23,28,0,4,0,0,19,16,win_A,KO,,,,,,
23,25,180,,,,southpaw,southpaw,,154,22,19,0,12,0,2,19,3,win_A,UD,100,88,97,92,100,90
23,30,180,174,,,southpaw,southpaw,,,21,11,0,6,0,2,18,5,win_A,KO,,,,,,
22,31,180,,,,southpaw,southpaw,,,20,24,0,10,0,4,17,10,win_A,TKO,,,,,,
22,26,180,175,,,southpaw,southpaw,157,,19,13,0,2,0,2,17,3,win_A,UD,98,92,96,94,97,93
22,24,180,166,,,southpaw,southpaw,,,18,20,0,12,0,4,16,13,win_A,KO,,,,,,
21,38,180,177,,181,southpaw,southpaw,154,,17,17,0,19,0,4,15,8,win_A,TKO,,,,,,
21,26,180,,,,southpaw,southpaw,,,16,10,0,4,0,0,14,8,win_A,TKO,,,,,,
28,21,,180,,,,,,,7,15,15,0,1,0,5,13,win_B,KO,,,,,,
21,31,180,171,,178,southpaw,southpaw,,,14,29,0,8,0,3,12,20,win_A,TKO,,,,,,
20,24,180,,,,southpaw,southpaw,,,13,2,0,1,0,0,11,1,win_A,TKO,,,,,,
20,21,180,175,,,southpaw,southpaw,,,12,3,0,0,0,0,10,1,win_A,KO,,,,,,
20,23,180,,,,southpaw,southpaw,155,,11,3,0,3,0,3,10,0,win_A,SD,59,55,59,55,56,58
20,32,180,173,,,southpaw,southpaw,,154,10,13,0,1,0,0,9,7,win_A,TKO,,,,,,
19,27,180,,,,southpaw,southpaw,154,,9,11,0,3,0,1,8,6,win_A,KO,,,,,,
19,34,180,170,,,southpaw,southpaw,154,,8,5,0,0,0,0,7,3,win_A,KO,,,,,,
19,23,180,170,,178,southpaw,southpaw,,,7,11,0,0,0,0,6,10,win_A,KO,,,,,,
19,37,180,,,,southpaw,southpaw,153,152,6,11,0,3,0,1,5,7,win_A,TKO,,,,,,
19,33,180,175,,175,southpaw,southpaw,,156,5,4,0,4,0,3,5,2,win_A,SD,,,,,,
19,29,180,169,,,southpaw,southpaw,,154,4,2,0,4,0,3,4,0,win_A,RTD,,,,,,
18,27,180,178,,186,southpaw,southpaw,,,3,5,0,1,0,0,3,4,win_A,TKO,,,,,,
18,,180,,,,southpaw,southpaw,153,,2,1,0,4,0,0,2,1,win_A,TKO,,,,,,
18,33,180,175,,183,southpaw,southpaw,,,1,0,0,0,0,0,1,0,win_A,TKO,,,,,,
18,,180,,,,southpaw,southpaw,150,152,0,0,0,0,0,0,0,0,win_A,KO,,,,,,
29,24,170,168,170,170,orthodox,orthodox,,,24,14,3,2,0,1,8,9,win_A,UD,98,92,98,92,97,93
29,28,170,,170,,orthodox,orthodox,140,,23,15,3,0,0,1,8,10,win_A,UD,100,90,98,92,98,92
29,30,170,175,170,,orthodox,orthodox,,,22,17,3,4,0,1,7,13,win_A,RTD,,,,,,
28,,170,,170,,orthodox,orthodox,,138,21,14,3,2,0,1,7,4,win_A,UD,78,74,79,73,77,75
28,31,170,,170,,orthodox,orthodox,,,20,21,3,7,0,0,7,15,win_A,UD,80,72,80,72,80,72
27,36,170,166,170,165,orthodox,orthodox,,136,19,13,3,10,0,2,7,10,win_A,UD,80,72,79,73,80,72
31,27,174,170,173,170,orthodox,orthodox,134,,37,19,9,2,2,0,20,7,win_A,UD,114,112,115,112,114,112
29,27,175,170,175,170,orthodox,orthodox,,135,17,18,0,2,0,0,9,7,win_B,UD,92,97,92,97,90,99
26,25,170,173,170,,orthodox,orthodox,135,133,17,11,2,0,0,1,7,5,win_A,UD,79,73,77,75,78,74
27,26,177,170,180,170,southpaw,southpaw,,,15,17,0,1,0,0,13,7,win_A,UD,99,90,97,92,97,93
25,31,170,168,170,,orthodox,orthodox,,139,16,4,1,5,0,2,7,1,win_A,UD,59,55,60,54,59,55
25,35,170,168,170,,orthodox,orthodox,,,15,21,1,37,0,2,7,7,win_A,UD,60,54,60,54,60,54
25,25,170,180,170,183,orthodox,orthodox,138,139,15,13,0,6,0,1,7,5,win_B,TKO,,,,,,
24,32,170,,170,,orthodox,orthodox,139,,14,16,0,20,0,1,6,11,win_A,KO,,,,,,
24,27,170,173,170,,orthodox,orthodox,,,13,14,0,16,0,2,5,7,win_A,TKO,,,,,,
23,31,170,,170,,orthodox,orthodox,139,139,12,21,0,8,0,0,4,14,win_A,KO,,,,,,
23,34,170,,170,,orthodox,orthodox,,,11,15,0,10,0,1,3,6,win_A,TKO,,,,,,
22,40,170,170,170,173,orthodox,orthodox,,134,10,25,0,12,0,0,3,13,win_A,MD,76,76,77,75,77,75
22,,170,175,170,185,orthodox,orthodox,,,9,13,0,1,0,1,3,11,win_A,UD,78,74,79,73,80,72
22,29,170,173,170,170,orthodox,orthodox,134,134,8,19,0,7,0,3,2,11,win_A,TKO,,,,,,
21,17,170,,170,,orthodox,orthodox,,,7,9,0,6,0,0,2,7,win_A,UD,59,55,60,54,60,54
21,26,170,,170,,orthodox,orthodox,,134,6,2,0,4,0,0,1,2,win_A,TKO,,,,,,
21,,170,,170,,orthodox,orthodox,,132,5,3,0,3,0,3,0,0,win_A,TKO,,,,,,
21,,170,,170,,orthodox,orthodox,134,,4,2,0,4,0,0,0,1,win_A,UD,40,35,40,36,40,34
20,25,170,165,170,,orthodox,orthodox,,130,3,1,0,9,0,0,0,0,win_A,UD,40,36,40,36,40,36
20,,170,170,170,,orthodox,orthodox,131,137,2,4,0,9,0,1,0,3,win_A,UD,40,34,40,34,40,33
20,29,170,175,170,165,orthodox,orthodox,135,137,1,1,0,5,0,2,0,0,win_A,UD,40,36,40,36,40,36
20,,170,,170,,orthodox,orthodox,134,139,0,1,0,1,0,0,0,1,win_A,UD,40,33,40,34,40,33
30,29,174,178,175,182,southpaw,southpaw,,,26,26,4,4,0,1,14,19,win_A,UD,100,89,96,93,100,89
28,33,174,175,175,180,southpaw,southpaw,,,26,19,3,4,0,1,14,4,win_B,UD,93,97,93,97,94,96
27,28,174,174,175,180,southpaw,southpaw,147,147,26,29,2,3,0,0,14,19,win_B,UD,109,119,110,118,108,120
27,31,174,177,175,183,southpaw,southpaw,,148,25,28,2,9,0,3,14,18,win_A,UD,97,93,99,91,99,91
26,26,174,170,175,177,southpaw,southpaw,,,25,22,1,0,0,1,14,14,win_B,UD,113,115,112,116,112,116
26,25,174,170,175,,southpaw,southpaw,,,24,20,1,3,0,1,13,13,win_A,RTD,,,,,,
25,38,174,175,175,178,southpaw,southpaw,,147,23,43,1,7,0,0,13,37,win_A,UD,116,110,115,111,117,109
25,28,174,170,175,175,southpaw,southpaw,,,22,31,1,2,0,0,13,28,win_A,UD,100,90,99,91,100,90
24,28,174,169,175,175,southpaw,southpaw,,140,21,28,1,1,0,0,13,26,win_A,SD,96,93,95,94,93,96
27,23,168,174,175,175,orthodox,orthodox,140,,26,21,0,0,0,0,11,13,win_A,TD,97,93,96,95,98,93
23,32,174,171,175,,southpaw,southpaw,,,20,31,0,3,0,1,13,13,win_A,UD,116,112,116,112,116,112
23,29,174,170,175,180,southpaw,southpaw,,,19,22,0,2,0,1,12,17,win_A,TKO,67,66,66,67,68,65
35,22,170,174,170,175,orthodox,orthodox,,139,37,18,2,0,2,0,22,11,win_B,RTD,73,79,73,79,72,80
22,29,174,170,175,175,southpaw,southpaw,140,141,17,19,0,3,0,0,10,5,win_A,KO,,,,,,
21,32,174,175,175,178,southpaw,southpaw,139,139,16,16,0,5,0,1,9,9,win_A,TKO,,,,,,
21,23,174,175,175,,southpaw,southpaw,,139,15,8,0,2,0,1,8,4,win_A,TKO,,,,,,
21,33,174,177,175,,southpaw,southpaw,137,140,14,24,0,6,0,1,8,17,win_A,UD,120,105,120,106,120,106
20,33,174,170,175,178,southpaw,southpaw,138,,13,31,0,7,0,1,8,17,win_A,UD,118,109,118,109,116,111
20,38,174,173,175,175,southpaw,southpaw,143,,12,7,0,0,0,0,7,4,win_A,TKO,,,,,,
20,33,174,175,175,,southpaw,southpaw,140,143,11,8,0,14,0,1,6,3,win_A,KO,,,,,,
20,23,174,180,175,188,southpaw,southpaw,141,143,10,8,0,2,0,0,5,6,win_A,KO,,,,,,
19,30,174,178,175,196,southpaw,southpaw,,147,9,9,0,4,0,1,4,5,win_A,TKO,,,,,,
19,22,174,170,175,173,southpaw,southpaw,144,144,8,8,0,3,0,0,3,6,win_A,TKO,,,,,,
19,28,174,,175,,southpaw,southpaw,155,155,7,0,0,1,0,0,3,0,win_A,UD,,,,,,
18,28,174,,175,,southpaw,southpaw,141,140,6,4,0,2,0,0,3,0,win_A,UD,,,,,,
18,26,174,,175,,southpaw,southpaw,144,142,5,2,0,9,0,2,2,1,win_A,TKO,,,,,,
18,30,174,,175,,southpaw,southpaw,141,145,4,2,0,1,0,0,1,1,win_A,TKO,,,,,,
18,21,174,170,175,,southpaw,southpaw,145,139,3,6,0,1,0,2,1,2,win_A,UD,,,,,,
17,25,174,173,175,,southpaw,southpaw,147,146,2,7,0,1,0,0,1,5,win_A,UD,60,54,60,54,60,54
17,38,174,,175,,southpaw,southpaw,147,137,1,0,0,13,0,0,1,0,win_A,UD,,,,,,
17,26,174,,175,,southpaw,southpaw,145,,0,0,0,2,0,0,0,0,win_A,TKO,,,,,,
29,34,189,185,196,194,orthodox,orthodox,176,,28,34,4,4,0,0,16,19,win_A,TKO,,,,,,
33,34,185,188,194,193,southpaw,southpaw,175,176,33,23,4,4,0,0,18,17,win_A,TKO,,,,,,
33,28,185,180,194,193,southpaw,southpaw,174,177,32,12,4,8,0,0,18,6,win_A,UD,100,90,100,90,100,90
32,28,185,182,194,185,southpaw,southpaw,173,173,32,23,3,4,0,1,18,14,win_B,SD,94,96,96,94,94,96
31,39,185,180,194,192,southpaw,southpaw,,,31,23,3,5,0,0,17,16,win_A,KO,,,,,,
30,35,185,180,194,196,southpaw,southpaw,,,31,20,2,1,0,0,17,17,win_B,KO,,,,,,
28,30,183,185,180,194,orthodox,orthodox,168,168,25,31,0,1,0,0,13,17,win_A,TKO,,,,,,
47,29,185,185,191,194,orthodox,orthodox,,,52,30,5,1,2,0,32,17,win_B,MD,111,117,114,114,111,117
28,32,185,175,194,183,southpaw,southpaw,173,,29,27,1,2,0,0,17,15,win_A,UD,117,111,118,110,116,112
27,28,179,185,183,194,orthodox,orthodox,174,,25,29,1,0,0,0,16,17,win_A,TD,108,101,106,103,106,103
27,40,185,175,194,191,southpaw,southpaw,175,,28,49,0,12,0,2,17,33,win_A,UD,117,111,115,113,115,113
26,40,185,188,194,191,southpaw,southpaw,175,175,27,27,0,5,0,0,17,19,win_A,UD,117,111,117,111,116,112
26,39,185,188,194,191,southpaw,southpaw,174,174,26,27,0,4,0,0,17,19,win_A,UD,118,109,117,110,117,110
25,39,185,175,194,191,southpaw,southpaw,,,25,47,0,11,0,2,17,32,win_A,UD,116,112,116,112,116,112
25,31,185,185,194,201,southpaw,southpaw,,175,24,28,0,4,0,1,16,24,win_A,TKO,30,27,29,28,30,27
24,33,185,185,194,188,southpaw,southpaw,174,,23,19,0,4,0,0,15,17,win_A,TKO,50,45,50,44,50,44
30,24,187,185,191,194,orthodox,orthodox,175,174,31,22,0,0,0,0,21,15,win_B,UD,110,116,109,117,108,118
23,33,185,185,194,196,southpaw,southpaw,175,174,21,23,0,3,0,1,15,7,win_A,UD,117,110,117,110,116,111
23,23,185,182,194,,southpaw,southpaw,172,176,20,10,0,5,0,1,14,4,win_A,TKO,,,,,,
23,27,185,180,194,180,southpaw,southpaw,168,,19,13,0,4,0,1,14,9,win_A,UD,80,72,80,72,80,72
23,24,185,180,194,191,southpaw,southpaw,,163,18,19,0,2,0,0,13,7,win_A,TKO,,,,,,
23,30,185,183,194,,southpaw,southpaw,169,170,17,15,0,30,0,4,12,7,win_A,TKO,,,,,,
22,28,185,,194,,southpaw,southpaw,160,160,16,17,0,4,0,1,11,11,win_A,RTD,,,,,,
22,34,185,175,194,183,southpaw,southpaw,160,160,15,49,0,4,0,1,10,31,win_A,TKO,,,,,,
22,38,185,,194,,southpaw,southpaw,160,157,14,8,0,0,0,1,10,6,win_A,UD,,,,,,
21,21,185,180,194,,southpaw,southpaw,160,159,13,14,0,5,0,1,9,4,win_A,RTD,,,,,,
21,40,185,175,194,,southpaw,southpaw,167,166,12,31,0,11,0,0,8,18,win_A,TKO,,,,,,
20,34,185,178,194,191,southpaw,southpaw,162,163,11,12,0,15,0,2,7,1,win_A,TKO,,,,,,
20,23,185,,194,,southpaw,southpaw,158,158,10,10,0,1,0,0,6,7,win_A,KO,,,,,,
20,27,185,183,194,,southpaw,southpaw,172,,9,14,0,23,0,6,6,10,win_A,UD,60,54,59,55,59,55
20,26,185,188,194,,southpaw,southpaw,171,171,8,9,0,1,0,0,5,5,win_A,TKO,,,,,,
20,37,185,193,194,,southpaw,southpaw,,,7,10,0,5,0,0,5,5,win_A,UD,59,54,59,55,58,56
19,29,185,,194,,southpaw,southpaw,170,170,6,10,0,10,0,0,4,4,win_A,TKO,,,,,,
19,30,185,,194,,southpaw,southpaw,168,167,5,4,0,1,0,1,4,1,win_A,UD,40,36,40,35,40,36
19,22,185,175,194,27,southpaw,southpaw,167,168,4,2,0,1,0,1,4,2,win_A,UD,,,,,,
19,29,185,178,194,,southpaw,southpaw,,170,3,3,0,3,0,0,3,2,win_A,TKO,,,,,,
19,22,185,,194,,southpaw,southpaw,,,2,2,0,1,0,0,2,2,win_A,KO,,,,,,
19,24,185,175,194,,southpaw,southpaw,164,164,1,1,0,3,0,0,1,0,win_A,KO,,,,,,
19,32,185,,194,,southpaw,southpaw,162,,0,2,0,1,0,0,0,1,win_A,TKO,,,,,,
26,31,170,174,,,orthodox,orthodox,139,139,20,31,3,10,0,0,13,21,win_A,KO,,,,,,
26,34,170,,,,orthodox,orthodox,140,,19,13,2,9,0,2,12,5,win_A,KO,30,26,30,26,30,26
26,29,170,173,,173,orthodox,orthodox,,,18,30,2,5,0,0,11,23,win_A,KO,38,38,36,40,36,40
25,32,170,170,,168,orthodox,orthodox,,,17,34,2,4,0,0,11,24,win_A,MD,76,76,78,74,78,74
25,26,170,,,,orthodox,orthodox,141,140,16,7,2,7,0,0,10,2,win_A,KO,29,26,29,26,29,26
25,22,170,,,,orthodox,orthodox,,,15,6,2,0,0,0,9,4,win_A,TKO,,,,,,
24,26,170,,,,orthodox,orthodox,138,137,14,7,2,1,0,0,8,3,win_A,TKO,,,,,,
21,23,,170,,,orthodox,orthodox,,130,13,13,0,2,1,0,5,8,win_B,SD,,,,,,
23,,170,,,,orthodox,orthodox,135,135,12,0,2,2,0,0,7,0,win_A,TKO,,,,,,
23,22,168,170,,,orthodox,orthodox,,,9,12,0,1,0,0,3,7,win_A,UD,78,74,77,75,77,75
21,,170,,,,orthodox,orthodox,,,11,1,1,2,0,0,6,1,win_A,TKO,,,,,,
20,,170,,,,orthodox,orthodox,,,10,2,1,2,0,0,5,1,win_A,TKO,,,,,,
20,21,170,,,,orthodox,orthodox,,,9,3,1,6,0,0,5,2,win_A,SD,,,,,,
20,,170,,,,orthodox,orthodox,,,8,0,1,0,0,0,4,0,win_A,KO,,,,,,
20,,170,,,,orthodox,orthodox,,,7,0,1,2,0,0,3,0,win_A,KO,,,,,,
20,,170,,,,orthodox,orthodox,,,6,2,1,2,0,0,3,1,win_A,UD,,,,,,
19,,170,,,,orthodox,orthodox,,,5,3,1,0,0,0,2,1,win_A,TKO,,,,,,
19,,170,,,,orthodox,orthodox,,,5,2,0,1,0,0,2,2,win_B,UD,,,,,,
19,,170,,,,orthodox,orthodox,,,4,1,0,0,0,0,1,0,win_A,KO,,,,,,
19,,170,,,,orthodox,orthodox,,,3,4,0,0,0,0,1,0,win_A,SD,39,37,39,38,37,39
19,19,170,,,,orthodox,orthodox,,,2,1,0,1,0,0,1,1,win_A,UD,,,,,,
19,,170,,,,orthodox,orthodox,,,1,0,0,1,0,0,1,0,win_A,UD,,,,,,
18,,170,,,,orthodox,orthodox,,,0,1,0,0,0,0,0,0,win_A,TKO,,,,,,
22,28,165,165,167,177,southpaw,southpaw,119,120,24,31,0,2,0,0,18,17,win_A,TKO,,,,,,
28,30,165,165,177,168,orthodox,orthodox,119,,30,31,2,6,0,1,16,8,win_A,RTD,,,,,,
29,28,175,165,183,177,southpaw,southpaw,,,24,30,3,1,0,0,20,16,win_A,UD,120,107,119,108,119,108
27,24,165,,177,,orthodox,orthodox,,,29,22,1,10,0,0,15,15,win_A,KO,,,,,,
27,24,165,,177,,orthodox,orthodox,,118,28,22,1,9,0,0,14,15,win_A,KO,,,,,,
26,22,165,170,177,,orthodox,orthodox,115,115,27,24,1,2,0,2,14,18,win_A,SD,116,112,117,111,113,115
26,34,165,,177,,orthodox,orthodox,115,,26,38,0,11,0,2,14,29,win_A,UD,98,92,99,91,98,92
25,26,165,,177,,orthodox,orthodox,,115,25,19,0,3,0,0,14,14,win_A,SD,117,110,114,113,113,114
25,24,165,,177,,orthodox,orthodox,116,116,24,10,0,6,0,0,14,2,win_A,UD,94,93,95,92,96,91
24,25,165,167,177,,orthodox,orthodox,115,115,23,16,0,7,0,0,13,10,win_A,KO,,,,,,
24,26,165,174,177,178,orthodox,orthodox,114,114,22,21,0,4,0,0,12,19,win_A,TKO,,,,,,
24,22,165,163,177,173,orthodox,orthodox,115,113,21,18,0,0,0,1,12,14,win_A,UD,118,109,119,108,119,108
23,24,165,171,177,,orthodox,orthodox,115,115,20,10,0,1,0,0,12,7,win_A,UD,114,112,113,112,113,112
23,43,165,,177,,orthodox,orthodox,,117,19,45,0,4,0,1,12,24,win_A,UD,80,70,79,71,80,70
23,22,165,160,177,,orthodox,orthodox,114,114,18,12,0,4,0,0,12,4,win_A,SD,74,77,76,75,77,74
23,25,165,168,177,,orthodox,orthodox,118,118,17,15,0,18,0,3,12,13,win_A,UD,,,,,,
22,,165,,177,,orthodox,orthodox,,,16,10,0,10,0,1,11,7,win_A,RTD,,,,,,
22,19,165,163,177,,orthodox,orthodox,116,,15,22,0,2,0,3,11,10,win_A,TD,57,57,58,56,58,56
22,27,165,,177,,orthodox,orthodox,112,112,14,7,0,5,0,0,10,4,win_A,TKO,,,,,,
21,,165,160,177,,orthodox,orthodox,118,118,13,5,0,5,0,1,9,3,win_A,RTD,,,,,,
21,32,165,,177,,orthodox,orthodox,111,111,12,12,0,8,0,2,8,8,win_A,TKO,,,,,,
21,,165,160,177,,orthodox,orthodox,,,11,4,0,3,0,1,7,3,win_A,TKO,,,,,,
21,,165,,177,,orthodox,orthodox,114,114,10,9,0,16,0,0,6,0,win_A,KO,,,,,,
21,30,165,,177,,orthodox,orthodox,,,9,17,0,28,0,4,5,1,win_A,KO,,,,,,
20,30,165,163,177,,orthodox,orthodox,115,122,8,25,0,14,0,2,4,11,win_A,TKO,,,,,,
20,,165,,177,,orthodox,orthodox,114,114,7,9,0,14,0,0,3,0,win_A,TKO,,,,,,
20,29,165,160,177,,orthodox,orthodox,,115,6,25,0,26,0,4,3,12,win_A,UD,,,,,,
20,21,165,160,177,,orthodox,orthodox,110,,5,5,0,2,0,2,3,1,win_A,UD,,,,,,
20,,165,,177,,orthodox,orthodox,,113,4,3,0,5,0,2,3,0,win_A,UD,,,,,,
20,,165,,177,,orthodox,orthodox,113,113,3,3,0,5,0,0,2,1,win_A,KO,,,,,,
20,22,165,160,177,,orthodox,orthodox,112,112,2,6,0,2,0,0,2,0,win_A,UD,,,,,,
20,,165,,177,,orthodox,orthodox,111,111,1,0,0,0,0,0,1,0,win_A,TKO,,,,,,
19,,165,,177,,orthodox,orthodox,112,112,0,0,0,0,0,0,0,0,win_A,TKO,,,,,,
30,27,183,185,193,188,orthodox,orthodox,,,39,16,4,1,0,1,26,11,win_A,RTD,,,,,,
30,32,183,191,193,,orthodox,orthodox,,,38,25,4,3,0,0,26,19,win_A,UD,95,93,96,92,95,93
29,30,183,180,193,,orthodox,orthodox,,,37,9,4,2,0,0,26,6,win_A,UD,80,72,78,74,80,72
28,33,183,188,193,200,orthodox,orthodox,199,,36,24,4,3,0,0,26,16,win_A,UD,100,90,100,90,99,91
33,28,191,183,188,193,orthodox,orthodox,,,25,36,2,3,1,0,16,26,win_A,UD,115,112,115,112,115,113
28,27,183,193,193,202,orthodox,orthodox,,,35,12,3,1,0,0,25,9,win_A,TKO,,,,,,
,28,,183,,193,orthodox,orthodox,,,18,35,4,2,2,0,13,25,win_A,SD,95,93,93,95,95,93
27,39,183,,193,,orthodox,orthodox,,,34,25,2,2,0,0,24,25,win_A,TKO,10,8,10,8,10,8
42,27,181,183,188,193,orthodox,orthodox,197,,37,33,5,2,0,0,23,24,win_B,MD,92,98,95,95,92,99
27,32,183,,193,,orthodox,orthodox,,,32,15,2,11,0,2,23,8,win_A,RTD,,,,,,
26,27,182,183,186,193,orthodox,orthodox,,,19,32,1,1,0,0,13,23,win_A,SD,116,112,113,115,115,113
26,28,183,178,193,,orthodox,orthodox,,,31,7,1,2,0,0,23,6,win_A,UD,80,70,80,72,80,72
26,31,183,177,193,,orthodox,orthodox,,,30,27,1,17,0,0,22,13,win_A,KO,30,27,30,27,30,27
26,34,183,186,193,193,orthodox,orthodox,,,30,36,0,1,0,0,22,25,win_B,TKO,94,96,92,99,94,96
25,38,183,190,193,,orthodox,orthodox,,,29,15,0,3,0,0,21,10,win_A,TKO,,,,,,
25,32,183,182,193,,orthodox,orthodox,,,28,18,0,2,0,1,21,11,win_A,UD,120,108,120,108,120,108
25,36,183,185,193,,orthodox,orthodox,,,27,27,0,0,0,0,20,26,win_A,TKO,,,,,,
25,26,183,193,193,,orthodox,orthodox,,200,26,7,0,4,0,0,20,2,win_A,UD,99,90,99,91,99,90
24,27,183,185,193,187,orthodox,orthodox,,199,25,15,0,4,0,1,19,10,win_A,TKO,,,,,,
24,37,183,188,193,188,orthodox,orthodox,,200,24,22,0,15,0,2,18,14,win_A,TKO,,,,,,
24,37,183,193,193,,orthodox,orthodox,,,23,15,0,3,0,0,17,11,win_A,TKO,20,18,20,18,20,18
24,20,183,182,193,,orthodox,orthodox,,,22,7,0,8,0,2,16,4,win_A,TKO,60,52,60,54,60,54
23,36,183,177,193,,orthodox,orthodox,,,21,18,0,4,0,1,15,13,win_A,TKO,40,36,40,36,40,36
23,34,183,181,193,,orthodox,orthodox,,199,20,36,0,18,0,2,15,14,win_A,UD,120,108,120,108,120,108
23,21,183,180,193,,orthodox,orthodox,,,19,20,0,0,0,0,14,16,win_A,TKO,,,,,,
22,36,183,185,193,,orthodox,orthodox,,,18,11,0,22,0,2,13,6,win_A,TKO,,,,,,
22,25,183,,193,,orthodox,orthodox,193,,17,11,0,1,0,0,12,8,win_A,TKO,,,,,,
22,29,183,,193,,orthodox,orthodox,,198,16,6,0,7,0,1,11,0,win_A,KO,,,,,,
22,25,183,195,193,,orthodox,orthodox,,184,15,18,0,3,0,0,10,10,win_A,RTD,68,64,69,64,69,64
23,22,191,183,,193,orthodox,orthodox,197,,15,14,0,0,0,0,8,9,win_B,TKO,38,39,36,40,37,40
22,33,183,,193,,orthodox,orthodox,,197,13,6,0,3,0,0,8,3,win_A,TKO,40,35,40,36,39,37
21,33,183,180,193,,orthodox,orthodox,,,12,19,0,3,0,0,7,10,win_A,TKO,,,,,,
21,25,183,183,193,,orthodox,orthodox,,,11,4,0,8,0,0,7,2,win_A,PTS,,,,,,
21,23,183,185,193,,orthodox,orthodox,,,10,8,0,1,0,0,6,7,win_A,TKO,,,,,,
20,28,183,180,193,,orthodox,orthodox,,,9,9,0,16,0,0,6,3,win_A,UD,79,74,78,74,78,74
20,27,183,,193,,orthodox,orthodox,,,8,1,0,7,0,0,5,1,win_A,TKO,40,36,40,36,40,36
20,37,183,,193,,orthodox,orthodox,,,7,7,0,29,0,0,5,6,win_A,UD,60,54,60,54,60,54
20,31,183,178,193,,orthodox,orthodox,,,6,0,0,0,0,0,5,0,win_A,UD,40,36,40,36,40,36
20,27,183,178,193,,orthodox,orthodox,,173,5,5,0,7,0,0,5,0,win_A,UD,60,53,60,54,60,54
20,32,183,,193,,orthodox,orthodox,,,4,5,0,11,0,0,4,0,win_A,TKO,30,27,30,27,30,27
19,29,183,,193,,orthodox,orthodox,173,176,3,1,0,0,0,0,3,1,win_A,TKO,,,,,,
19,38,183,178,193,,orthodox,orthodox,174,170,2,1,0,7,0,0,2,1,win_A,TKO,,,,,,
19,29,183,185,193,,orthodox,orthodox,173,,1,2,0,4,0,0,1,1,win_A,TKO,,,,,,
19,38,183,,193,,orthodox,orthodox,,174,0,5,0,37,0,5,0,2,win_A,TKO,10,8,10,8,10,8
34,25,185,,190,,orthodox,orthodox,,,18,11,0,0,0,0,11,8,win_A,KO,,,,,,
34,25,185,,190,,orthodox,orthodox,201,,17,7,0,7,0,0,10,3,win_A,KO,,,,,,
33,33,185,183,190,,orthodox,orthodox,,,16,9,0,4,0,4,9,5,win_A,TKO,,,,,,
33,34,185,173,190,184,orthodox,orthodox,,,15,17,0,11,0,1,9,9,win_A,UD,79,73,78,74,78,74
33,27,185,182,190,,orthodox,orthodox,,,14,14,0,9,0,0,8,13,win_A,TKO,,,,,,
33,33,185,188,190,,orthodox,orthodox,,,13,15,0,3,0,1,8,13,win_A,UD,100,89,99,90,97,92
32,32,185,177,190,,orthodox,orthodox,,,12,19,0,9,0,3,7,14,win_A,KO,,,,,,
32,28,185,193,190,202,orthodox,orthodox,,196,11,13,0,2,0,0,7,9,win_A,UD,,,100,90,100,90
32,45,185,,190,,orthodox,orthodox,,,10,22,0,14,0,0,6,9,win_A,KO,,,,,,
32,37,185,173,190,,orthodox,orthodox,,,9,33,0,18,0,4,5,22,win_A,KO,,,,,,
32,32,185,183,190,,orthodox,orthodox,196,,8,17,0,8,0,0,4,13,win_A,TKO,,,,,,
32,38,185,181,190,,orthodox,orthodox,,,7,56,0,35,0,2,4,20,win_A,UD,59,55,59,55,60,54
31,41,185,184,190,,orthodox,orthodox,,,6,17,0,3,0,2,3,5,win_A,TKO,,,,,,
31,37,185,181,190,,orthodox,orthodox,,,5,20,0,8,0,2,3,6,win_A,UD,80,71,80,72,80,71
31,28,185,175,190,175,orthodox,orthodox,,199,4,40,0,11,0,2,2,31,win_A,TKO,,,,,,
31,32,185,180,190,,orthodox,orthodox,193,,3,5,0,15,0,2,1,2,win_A,KO,,,,,,
31,27,185,180,190,,orthodox,orthodox,,,2,19,0,12,0,3,0,11,win_A,TKO,,,,,,
40,31,180,185,,190,orthodox,orthodox,,,12,1,6,0,2,0,9,0,win_B,UD,,,87,100,89,100
30,35,185,,190,,orthodox,orthodox,,,0,17,0,16,0,1,0,6,win_A,UD,60,54,59,55,60,54
